2025-03-21 04:15:57.129 | INFO    | motorph.util.DebugLogger.configureLogger | Logging system initialized. Log file: logs\motorph_payroll_20250321.log
2025-03-21 04:15:57.151 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10013, Name: Martha Farala
2025-03-21 04:15:57.151 | INFO    | motorph.util.DebugLogger.log | Line 15: Parsed 19 fields
2025-03-21 04:15:57.151 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10014, Name: Leila Martinez
2025-03-21 04:15:57.152 | INFO    | motorph.util.DebugLogger.log | Line 16: Parsed 19 fields
2025-03-21 04:15:57.152 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10015, Name: Fredrick Romualdez
2025-03-21 04:15:57.152 | INFO    | motorph.util.DebugLogger.log | Line 17: Parsed 19 fields
2025-03-21 04:15:57.152 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10016, Name: Christian Mata
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Line 18: Parsed 19 fields
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10017, Name: Selena De Leon
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Line 19: Parsed 19 fields
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10018, Name: Allison San Jose
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Line 20: Parsed 19 fields
2025-03-21 04:15:57.153 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10019, Name: Cydney Rosario
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Line 21: Parsed 19 fields
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10020, Name: Mark Bautista
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Line 22: Parsed 19 fields
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10021, Name: Darlene Lazaro
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Line 23: Parsed 19 fields
2025-03-21 04:15:57.154 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10022, Name: Kolby Delos Santos
2025-03-21 04:15:57.155 | INFO    | motorph.util.DebugLogger.log | Line 24: Parsed 19 fields
2025-03-21 04:15:57.155 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10023, Name: Vella Santos
2025-03-21 04:15:57.156 | INFO    | motorph.util.DebugLogger.log | Line 25: Parsed 19 fields
2025-03-21 04:15:57.156 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10024, Name: Tomas Del Rosario
2025-03-21 04:15:57.156 | INFO    | motorph.util.DebugLogger.log | Line 26: Parsed 19 fields
2025-03-21 04:15:57.157 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10025, Name: Jacklyn Tolentino
2025-03-21 04:15:57.157 | INFO    | motorph.util.DebugLogger.log | Line 27: Parsed 19 fields
2025-03-21 04:15:57.158 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10026, Name: Percival Gutierrez
2025-03-21 04:15:57.158 | INFO    | motorph.util.DebugLogger.log | Line 28: Parsed 19 fields
2025-03-21 04:15:57.158 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10027, Name: Garfield Manalaysay
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Line 29: Parsed 19 fields
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10028, Name: Lizeth Villegas
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Line 30: Parsed 19 fields
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10029, Name: Carol Ramos
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Line 31: Parsed 19 fields
2025-03-21 04:15:57.159 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10030, Name: Emelia Maceda
2025-03-21 04:15:57.160 | INFO    | motorph.util.DebugLogger.log | Line 32: Parsed 19 fields
2025-03-21 04:15:57.160 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10031, Name: Delia Aguilar
2025-03-21 04:15:57.161 | INFO    | motorph.util.DebugLogger.log | Line 33: Parsed 19 fields
2025-03-21 04:15:57.161 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10032, Name: John Rafael Castro
2025-03-21 04:15:57.161 | INFO    | motorph.util.DebugLogger.log | Line 34: Parsed 19 fields
2025-03-21 04:15:57.161 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10033, Name: Carlos Ian Martinez
2025-03-21 04:15:57.161 | INFO    | motorph.util.DebugLogger.log | Line 35: Parsed 19 fields
2025-03-21 04:15:57.162 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10034, Name: Beatriz Santos
2025-03-21 04:15:57.162 | INFO    | motorph.util.DebugLogger.log | Employee data loading complete:
2025-03-21 04:15:57.162 | INFO    | motorph.util.DebugLogger.log | - Total records processed: 34
2025-03-21 04:15:57.162 | INFO    | motorph.util.DebugLogger.log | - Successfully loaded: 34
2025-03-21 04:15:57.163 | INFO    | motorph.util.DebugLogger.log | - Errors: 0
2025-03-21 04:15:57.163 | INFO    | motorph.util.DebugLogger.log | - Total employees in map: 34
2025-03-21 04:15:57.163 | INFO    | motorph.util.DebugLogger.log | Sample employee IDs: 
2025-03-21 04:15:57.164 | INFO    | motorph.util.DebugLogger.log |   - 10031: Delia Aguilar
2025-03-21 04:15:57.164 | INFO    | motorph.util.DebugLogger.log |   - 10030: Emelia Maceda
2025-03-21 04:15:57.164 | INFO    | motorph.util.DebugLogger.log |   - 10019: Cydney Rosario
2025-03-21 04:15:57.165 | INFO    | motorph.util.DebugLogger.log |   - 10018: Allison San Jose
2025-03-21 04:15:57.165 | INFO    | motorph.util.DebugLogger.log |   - 10011: Anthony Salcedo
2025-03-21 04:15:57.165 | INFO    | motorph.util.DebugLogger.log | Added test employee with ID: 10001, Name: John Doe
2025-03-21 04:15:57.251 | INFO    | motorph.util.DebugLogger.log | Loading employee data from: resources/MotorPH Employee Data - Employee Details.csv
2025-03-21 04:15:57.252 | INFO    | motorph.util.DebugLogger.log | File opened successfully. Reading data...
2025-03-21 04:15:57.253 | INFO    | motorph.util.DebugLogger.log | Header row: Employee #,Last Name,First Name,Birthday,Address,Phone Number,SSS #,Philhealth #,TIN #,Pag-ibig #,Status,Position,Immediate Supervisor,Basic Salary,Rice Subsidy,Phone Allowance,Clothing Allowance,Gross Semi-monthly Rate,Hourly Rate
2025-03-21 04:15:57.254 | INFO    | motorph.util.DebugLogger.log | Line 2: Parsed 19 fields
2025-03-21 04:15:57.254 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10001, Name: Manuel III Garcia
2025-03-21 04:15:57.255 | INFO    | motorph.util.DebugLogger.log | Line 3: Parsed 19 fields
2025-03-21 04:15:57.255 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10002, Name: Antonio Lim
2025-03-21 04:15:57.256 | INFO    | motorph.util.DebugLogger.log | Line 4: Parsed 19 fields
2025-03-21 04:15:57.256 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10003, Name: Bianca Sofia Aquino
2025-03-21 04:15:57.258 | INFO    | motorph.util.DebugLogger.log | Line 5: Parsed 19 fields
2025-03-21 04:15:57.259 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10004, Name: Isabella Reyes
2025-03-21 04:15:57.259 | INFO    | motorph.util.DebugLogger.log | Line 6: Parsed 19 fields
2025-03-21 04:15:57.260 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10005, Name: Eduard Hernandez
2025-03-21 04:15:57.261 | INFO    | motorph.util.DebugLogger.log | Line 7: Parsed 19 fields
2025-03-21 04:15:57.262 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10006, Name: Andrea Mae Villanueva
2025-03-21 04:15:57.262 | INFO    | motorph.util.DebugLogger.log | Line 8: Parsed 19 fields
2025-03-21 04:15:57.262 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10007, Name: Brad San Jose
2025-03-21 04:15:57.263 | INFO    | motorph.util.DebugLogger.log | Line 9: Parsed 19 fields
2025-03-21 04:15:57.263 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10008, Name: Alice Romualdez
2025-03-21 04:15:57.263 | INFO    | motorph.util.DebugLogger.log | Line 10: Parsed 19 fields
2025-03-21 04:15:57.264 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10009, Name: Rosie Atienza
2025-03-21 04:15:57.264 | INFO    | motorph.util.DebugLogger.log | Line 11: Parsed 19 fields
2025-03-21 04:15:57.265 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10010, Name: Roderick Alvaro
2025-03-21 04:15:57.265 | INFO    | motorph.util.DebugLogger.log | Line 12: Parsed 19 fields
2025-03-21 04:15:57.265 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10011, Name: Anthony Salcedo
2025-03-21 04:15:57.266 | INFO    | motorph.util.DebugLogger.log | Line 13: Parsed 19 fields
2025-03-21 04:15:57.266 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10012, Name: Josie Lopez
2025-03-21 04:15:57.267 | INFO    | motorph.util.DebugLogger.log | Line 14: Parsed 19 fields
2025-03-21 04:15:57.267 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10013, Name: Martha Farala
2025-03-21 04:15:57.267 | INFO    | motorph.util.DebugLogger.log | Line 15: Parsed 19 fields
2025-03-21 04:15:57.268 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10014, Name: Leila Martinez
2025-03-21 04:15:57.268 | INFO    | motorph.util.DebugLogger.log | Line 16: Parsed 19 fields
2025-03-21 04:15:57.269 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10015, Name: Fredrick Romualdez
2025-03-21 04:15:57.269 | INFO    | motorph.util.DebugLogger.log | Line 17: Parsed 19 fields
2025-03-21 04:15:57.270 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10016, Name: Christian Mata
2025-03-21 04:15:57.270 | INFO    | motorph.util.DebugLogger.log | Line 18: Parsed 19 fields
2025-03-21 04:15:57.271 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10017, Name: Selena De Leon
2025-03-21 04:15:57.271 | INFO    | motorph.util.DebugLogger.log | Line 19: Parsed 19 fields
2025-03-21 04:15:57.271 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10018, Name: Allison San Jose
2025-03-21 04:15:57.272 | INFO    | motorph.util.DebugLogger.log | Line 20: Parsed 19 fields
2025-03-21 04:15:57.272 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10019, Name: Cydney Rosario
2025-03-21 04:15:57.272 | INFO    | motorph.util.DebugLogger.log | Line 21: Parsed 19 fields
2025-03-21 04:15:57.273 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10020, Name: Mark Bautista
2025-03-21 04:15:57.274 | INFO    | motorph.util.DebugLogger.log | Line 22: Parsed 19 fields
2025-03-21 04:15:57.274 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10021, Name: Darlene Lazaro
2025-03-21 04:15:57.275 | INFO    | motorph.util.DebugLogger.log | Line 23: Parsed 19 fields
2025-03-21 04:15:57.275 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10022, Name: Kolby Delos Santos
2025-03-21 04:15:57.276 | INFO    | motorph.util.DebugLogger.log | Line 24: Parsed 19 fields
2025-03-21 04:15:57.276 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10023, Name: Vella Santos
2025-03-21 04:15:57.276 | INFO    | motorph.util.DebugLogger.log | Line 25: Parsed 19 fields
2025-03-21 04:15:57.277 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10024, Name: Tomas Del Rosario
2025-03-21 04:15:57.278 | INFO    | motorph.util.DebugLogger.log | Line 26: Parsed 19 fields
2025-03-21 04:15:57.279 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10025, Name: Jacklyn Tolentino
2025-03-21 04:15:57.279 | INFO    | motorph.util.DebugLogger.log | Line 27: Parsed 19 fields
2025-03-21 04:15:57.280 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10026, Name: Percival Gutierrez
2025-03-21 04:15:57.280 | INFO    | motorph.util.DebugLogger.log | Line 28: Parsed 19 fields
2025-03-21 04:15:57.281 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10027, Name: Garfield Manalaysay
2025-03-21 04:15:57.281 | INFO    | motorph.util.DebugLogger.log | Line 29: Parsed 19 fields
2025-03-21 04:15:57.281 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10028, Name: Lizeth Villegas
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Line 30: Parsed 19 fields
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10029, Name: Carol Ramos
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Line 31: Parsed 19 fields
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10030, Name: Emelia Maceda
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Line 32: Parsed 19 fields
2025-03-21 04:15:57.282 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10031, Name: Delia Aguilar
2025-03-21 04:15:57.283 | INFO    | motorph.util.DebugLogger.log | Line 33: Parsed 19 fields
2025-03-21 04:15:57.283 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10032, Name: John Rafael Castro
2025-03-21 04:15:57.283 | INFO    | motorph.util.DebugLogger.log | Line 34: Parsed 19 fields
2025-03-21 04:15:57.284 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10033, Name: Carlos Ian Martinez
2025-03-21 04:15:57.284 | INFO    | motorph.util.DebugLogger.log | Line 35: Parsed 19 fields
2025-03-21 04:15:57.284 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10034, Name: Beatriz Santos
2025-03-21 04:15:57.284 | INFO    | motorph.util.DebugLogger.log | Employee data loading complete:
2025-03-21 04:15:57.284 | INFO    | motorph.util.DebugLogger.log | - Total records processed: 34
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log | - Successfully loaded: 34
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log | - Errors: 0
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log | - Total employees in map: 34
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log | Sample employee IDs: 
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log |   - 10031: Delia Aguilar
2025-03-21 04:15:57.285 | INFO    | motorph.util.DebugLogger.log |   - 10030: Emelia Maceda
2025-03-21 04:15:57.286 | INFO    | motorph.util.DebugLogger.log |   - 10019: Cydney Rosario
2025-03-21 04:15:57.288 | INFO    | motorph.util.DebugLogger.log |   - 10018: Allison San Jose
2025-03-21 04:15:57.288 | INFO    | motorph.util.DebugLogger.log |   - 10011: Anthony Salcedo
2025-03-21 04:15:57.288 | INFO    | motorph.util.DebugLogger.log | Added test employee with ID: 10001, Name: John Doe
2025-03-21 04:16:10.748 | INFO    | motorph.util.DebugLogger.log | findEmployee: Searching for: '10031'
2025-03-21 04:16:10.748 | INFO    | motorph.util.DebugLogger.log | getEmployee: Found employee with ID: 10031, Name: Delia Aguilar
2025-03-21 04:27:13.133 | INFO    | motorph.util.DebugLogger.configureLogger | Logging system initialized. Log file: logs\motorph_payroll_20250321.log
2025-03-21 04:27:13.135 | INFO    | motorph.util.DebugLogger.log | Loading employee data from: resources/MotorPH Employee Data - Employee Details.csv
2025-03-21 04:27:13.143 | INFO    | motorph.util.DebugLogger.log | File opened successfully. Reading data...
2025-03-21 04:27:13.145 | INFO    | motorph.util.DebugLogger.log | Header row: Employee #,Last Name,First Name,Birthday,Address,Phone Number,SSS #,Philhealth #,TIN #,Pag-ibig #,Status,Position,Immediate Supervisor,Basic Salary,Rice Subsidy,Phone Allowance,Clothing Allowance,Gross Semi-monthly Rate,Hourly Rate
2025-03-21 04:27:13.148 | INFO    | motorph.util.DebugLogger.log | Line 2: Parsed 19 fields
2025-03-21 04:27:13.163 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10001, Name: Manuel III Garcia
2025-03-21 04:27:13.163 | INFO    | motorph.util.DebugLogger.log | Line 3: Parsed 19 fields
2025-03-21 04:27:13.163 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10002, Name: Antonio Lim
2025-03-21 04:27:13.164 | INFO    | motorph.util.DebugLogger.log | Line 4: Parsed 19 fields
2025-03-21 04:27:13.164 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10003, Name: Bianca Sofia Aquino
2025-03-21 04:27:13.164 | INFO    | motorph.util.DebugLogger.log | Line 5: Parsed 19 fields
2025-03-21 04:27:13.164 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10004, Name: Isabella Reyes
2025-03-21 04:27:13.165 | INFO    | motorph.util.DebugLogger.log | Line 6: Parsed 19 fields
2025-03-21 04:27:13.165 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10005, Name: Eduard Hernandez
2025-03-21 04:27:13.165 | INFO    | motorph.util.DebugLogger.log | Line 7: Parsed 19 fields
2025-03-21 04:27:13.165 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10006, Name: Andrea Mae Villanueva
2025-03-21 04:27:13.165 | INFO    | motorph.util.DebugLogger.log | Line 8: Parsed 19 fields
2025-03-21 04:27:13.166 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10007, Name: Brad San Jose
2025-03-21 04:27:13.166 | INFO    | motorph.util.DebugLogger.log | Line 9: Parsed 19 fields
2025-03-21 04:27:13.166 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10008, Name: Alice Romualdez
2025-03-21 04:27:13.166 | INFO    | motorph.util.DebugLogger.log | Line 10: Parsed 19 fields
2025-03-21 04:27:13.166 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10009, Name: Rosie Atienza
2025-03-21 04:27:13.167 | INFO    | motorph.util.DebugLogger.log | Line 11: Parsed 19 fields
2025-03-21 04:27:13.167 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10010, Name: Roderick Alvaro
2025-03-21 04:27:13.167 | INFO    | motorph.util.DebugLogger.log | Line 12: Parsed 19 fields
2025-03-21 04:27:13.167 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10011, Name: Anthony Salcedo
2025-03-21 04:27:13.167 | INFO    | motorph.util.DebugLogger.log | Line 13: Parsed 19 fields
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10012, Name: Josie Lopez
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Line 14: Parsed 19 fields
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10013, Name: Martha Farala
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Line 15: Parsed 19 fields
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10014, Name: Leila Martinez
2025-03-21 04:27:13.168 | INFO    | motorph.util.DebugLogger.log | Line 16: Parsed 19 fields
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10015, Name: Fredrick Romualdez
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Line 17: Parsed 19 fields
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10016, Name: Christian Mata
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Line 18: Parsed 19 fields
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10017, Name: Selena De Leon
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Line 19: Parsed 19 fields
2025-03-21 04:27:13.169 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10018, Name: Allison San Jose
2025-03-21 04:27:13.170 | INFO    | motorph.util.DebugLogger.log | Line 20: Parsed 19 fields
2025-03-21 04:27:13.170 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10019, Name: Cydney Rosario
2025-03-21 04:27:13.170 | INFO    | motorph.util.DebugLogger.log | Line 21: Parsed 19 fields
2025-03-21 04:27:13.170 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10020, Name: Mark Bautista
2025-03-21 04:27:13.170 | INFO    | motorph.util.DebugLogger.log | Line 22: Parsed 19 fields
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10021, Name: Darlene Lazaro
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Line 23: Parsed 19 fields
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10022, Name: Kolby Delos Santos
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Line 24: Parsed 19 fields
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10023, Name: Vella Santos
2025-03-21 04:27:13.171 | INFO    | motorph.util.DebugLogger.log | Line 25: Parsed 19 fields
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10024, Name: Tomas Del Rosario
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Line 26: Parsed 19 fields
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10025, Name: Jacklyn Tolentino
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Line 27: Parsed 19 fields
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10026, Name: Percival Gutierrez
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Line 28: Parsed 19 fields
2025-03-21 04:27:13.173 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10027, Name: Garfield Manalaysay
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Line 29: Parsed 19 fields
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10028, Name: Lizeth Villegas
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Line 30: Parsed 19 fields
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10029, Name: Carol Ramos
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Line 31: Parsed 19 fields
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10030, Name: Emelia Maceda
2025-03-21 04:27:13.174 | INFO    | motorph.util.DebugLogger.log | Line 32: Parsed 19 fields
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10031, Name: Delia Aguilar
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Line 33: Parsed 19 fields
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10032, Name: John Rafael Castro
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Line 34: Parsed 19 fields
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10033, Name: Carlos Ian Martinez
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Line 35: Parsed 19 fields
2025-03-21 04:27:13.175 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10034, Name: Beatriz Santos
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | Employee data loading complete:
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | - Total records processed: 34
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | - Successfully loaded: 34
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | - Errors: 0
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | - Total employees in map: 34
2025-03-21 04:27:13.176 | INFO    | motorph.util.DebugLogger.log | Sample employee IDs: 
